index	hemisphere	x_center	y_center	z_center	lobe	sublobe	power_network	yeo7_network	yeo17_network	SourceAtlasName	SourceAtlasIndex
110	L	-55.78	-39.52	16.24	Parietal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	110
111	L	-46.44	-40.86	17.5	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	111
112	L	-36.45	-34.59	11.79	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	112
113	L	-36.35	-19.08	-0.31	Insula	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	113
114	L	-39.77	-9.74	-10.66	Temporal	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	114
115	L	-36.64	-1.32	-10.9	Insula	superiortemporal	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	115
116	L	-42.72	35.86	9.07	Frontal	parstriangularis	Cingulo_opercular	7Networks_6	17Networks_12	russome-left	116
117	L	-41.8	19.84	8.26	Frontal	parstriangularis	Cingulo_opercular	7Networks_4	17Networks_8	russome-left	117
118	L	-51.6	14.01	13.71	Frontal	parsopercularis	Ventral_Attention	7Networks_7	17Networks_17	russome-left	118
119	L	-36.97	14.44	8.37	Insula	parsopercularis	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	119
120	L	-37.07	-1.04	11.9	Insula	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	120
121	L	-38.55	-14.24	13.8	Insula	insula	Somatomotor	7Networks_2	17Networks_4	russome-left	121
122	L	-45.6	30.69	-3.94	Frontal	parsorbitalis	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	122
123	L	-40.74	40.42	-7.8	Frontal	parsorbitalis	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	123
124	L	-36.91	18.36	-11.26	Insula	lateralorbitofrontal	DMN	7Networks_7	17Networks_17	russome-left	124
125	L	-29.73	11.53	-12.21	None	insula	DMN	7Networks_7	17Networks_8	russome-left	125
126	L	-34.51	5.37	5.41	Insula	insula	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	126
127	L	-35.64	10.97	-6.15	Insula	insula	Salience	7Networks_6	17Networks_8	russome-left	127
128	L	-31.99	20.3	-0.28	Insula	insula	Frontoparietal_1	7Networks_6	17Networks_8	russome-left	128
129	L	-40.33	24.74	1.68	Frontal	parstriangularis	Ventral_Attention	7Networks_4	17Networks_8	russome-left	129
130	L	-41.54	23.64	-9.5	Frontal	parsorbitalis	DMN	7Networks_7	17Networks_17	russome-left	130
131	L	-51.23	22.44	3.55	Frontal	parstriangularis	Ventral_Attention	7Networks_7	17Networks_17	russome-left	131
132	L	-14.87	-50.21	58.11	Parietal	superiorparietal	Cingulo_opercular	7Networks_3	17Networks_6	russome-left	132
133	L	-17.95	-55.17	60.17	Parietal	superiorparietal	Zero	7Networks_3	17Networks_6	russome-left	133
134	L	-17.08	-62.54	53.23	Parietal	superiorparietal	Cingulo_opercular	7Networks_3	17Networks_5	russome-left	134
135	L	-14.15	-73.39	51.89	Parietal	superiorparietal	Dorsal_Attention	7Networks_3	17Networks_5	russome-left	135
136	L	-11.89	-70.04	45.77	Parietal	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-left	136
137	L	-19.48	-72.15	36.1	Occipital	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-left	137
138	L	-23.53	-78.89	28.01	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_1	russome-left	138
139	L	-17.21	-63.61	23.4	Parietal	precuneus	Parieto_occipital	7Networks_7	17Networks_16	russome-left	139
140	L	-14.1	-78.25	27.22	Occipital	precuneus	Visual_2	7Networks_1	17Networks_2	russome-left	140
141	L	-6.11	-84.32	38.26	Occipital	cuneus	Visual_2	7Networks_1	17Networks_2	russome-left	141
142	L	-14.45	-94.64	27.5	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_2	russome-left	142
143	L	-14.28	-78.73	41.58	Occipital	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-left	143
144	L	-7.68	-70.28	55.88	Parietal	superiorparietal	Dorsal_Attention	7Networks_3	17Networks_5	russome-left	144
145	L	-7.13	-60.75	53.96	Parietal	superiorparietal	Frontoparietal_1	7Networks_3	17Networks_5	russome-left	145
146	L	-12.06	-81.45	38.62	Occipital	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-left	146
147	L	-6.2	-67.35	43.4	Parietal	precuneus	Medial_Parietal	7Networks_3	17Networks_5	russome-left	147
148	L	-4.55	-48.57	58.92	Parietal	precuneus	Frontoparietal 2	7Networks_3	17Networks_6	russome-left	148
149	L	-5.51	-42.89	57.24	Parietal	precuneus	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	149
150	L	-5.74	-52.89	46.74	Parietal	precuneus	DMN	7Networks_6	17Networks_11	russome-left	150
151	L	-9.82	-63.31	35.87	Parietal	precuneus	Medial_Parietal	7Networks_6	17Networks_11	russome-left	151
152	L	-9.29	-63.82	30.16	Occipital	precuneus	DMN	7Networks_7	17Networks_16	russome-left	152
153	L	-25.32	-83.14	19.4	Occipital	inferiorparietal	Visual_2	7Networks_1	17Networks_1	russome-left	153
154	L	-31.37	-82.68	31.73	Occipital	inferiorparietal	Frontoparietal 2	7Networks_6	17Networks_15	russome-left	154
155	L	-34.36	-73.34	44.75	Parietal	inferiorparietal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	155
156	L	-41.37	-55.81	43.99	Parietal	inferiorparietal	Frontoparietal_1	7Networks_6	17Networks_13	russome-left	156
157	L	-28.55	-66.64	44.2	Parietal	inferiorparietal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	157
158	L	-30.22	-49.07	37.63	Parietal	inferiorparietal	Frontoparietal_1	7Networks_6	17Networks_13	russome-left	158
159	L	-25.94	-73.83	29.7	Occipital	inferiorparietal	Dorsal_Attention	7Networks_1	17Networks_5	russome-left	159
160	L	-24.33	-63.85	47.55	Parietal	superiorparietal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	160
161	L	-34.08	-47.87	45.8	Parietal	superiorparietal	Dorsal_Attention	7Networks_3	17Networks_5	russome-left	161
162	L	-31.19	-56.68	55.08	Parietal	superiorparietal	Visual_2	7Networks_3	17Networks_5	russome-left	162
163	L	-25.83	-53.83	59.0	Parietal	superiorparietal	Somatomotor	7Networks_3	17Networks_5	russome-left	163
164	L	-31.0	-88.33	13.6	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-left	164
165	L	-36.67	-81.0	10.67	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-left	165
166	L	-40.74	-86.06	8.2	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-left	166
167	L	-42.58	-72.82	5.31	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_5	russome-left	167
168	L	-38.39	-77.56	-2.66	Occipital	inferiortemporal	Visual_2	7Networks_3	17Networks_5	russome-left	168
169	L	-49.04	-63.76	-1.63	Occipital	lateraloccipital	Cingulo_opercular	7Networks_3	17Networks_5	russome-left	169
170	L	-53.43	-61.61	-12.55	Temporal	inferiortemporal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	170
171	L	-58.67	-53.25	-0.24	Temporal	middletemporal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	171
172	L	-39.0	-63.09	8.17	Occipital	inferiorparietal	Cingulo_opercular	7Networks_3	17Networks_5	russome-left	172
173	L	-41.07	-72.64	20.77	Occipital	inferiorparietal	Parieto_occipital	7Networks_3	17Networks_5	russome-left	173
174	L	-36.0	-81.55	23.79	Occipital	inferiorparietal	Cingulo_opercular	7Networks_1	17Networks_5	russome-left	174
175	L	-53.01	-3.95	11.53	Frontal	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	175
176	L	-51.09	-14.97	11.64	Parietal	postcentral	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	176
177	L	-54.07	-34.47	23.96	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	177
178	L	-43.78	-32.17	15.89	Parietal	supramarginal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	178
179	L	-54.19	-21.04	16.08	Parietal	supramarginal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	179
180	L	-58.45	-28.67	22.12	Parietal	supramarginal	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	180
181	L	-55.78	-21.38	34.71	Parietal	supramarginal	Somatomotor	7Networks_3	17Networks_6	russome-left	181
182	L	-59.06	-13.49	11.9	Parietal	postcentral	Somatomotor	7Networks_2	17Networks_4	russome-left	182
183	L	-40.85	3.52	37.81	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	183
184	L	-34.93	2.01	33.07	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	184
185	L	-39.8	12.73	35.12	Frontal	caudalmiddlefrontal	Ventral_Attention	7Networks_6	17Networks_13	russome-left	185
186	L	-35.74	20.61	31.08	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	186
187	L	-39.14	39.46	18.22	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_8	russome-left	187
188	L	-46.2	23.53	16.04	Frontal	parsopercularis	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	188
189	L	-46.85	-1.47	4.45	Frontal	precentral	Cingulo_opercular	7Networks_4	17Networks_7	russome-left	189
190	L	-45.64	31.83	19.55	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	190
191	L	-46.8	22.52	26.43	Frontal	parsopercularis	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	191
192	L	-49.21	5.66	29.05	Frontal	parsopercularis	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	192
193	L	-44.98	4.54	15.06	Frontal	parsopercularis	Dorsal_Attention	7Networks_4	17Networks_12	russome-left	193
194	L	-49.07	-1.15	25.88	Frontal	precentral	Dorsal_Attention	7Networks_4	17Networks_7	russome-left	194
195	L	-38.05	2.0	29.28	Frontal	parsopercularis	Frontoparietal_1	7Networks_6	17Networks_12	russome-left	195
196	L	-58.86	1.24	19.86	Frontal	precentral	Somatomotor	7Networks_2	17Networks_4	russome-left	196
197	L	-36.38	48.99	2.96	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_13	russome-left	197
198	L	-29.05	55.12	5.09	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	198
199	L	-23.63	53.57	3.17	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	199
200	L	-18.57	54.66	-1.89	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_10	russome-left	200
201	L	-11.82	56.86	-6.29	Frontal	rostralmiddlefrontal	Zero	7Networks_5	17Networks_10	russome-left	201
202	L	-5.61	52.56	-0.05	Frontal	medialorbitofrontal	DMN	7Networks_7	17Networks_17	russome-left	202
203	L	-5.22	36.01	-12.34	Frontal	medialorbitofrontal	DMN	7Networks_7	17Networks_16	russome-left	203
204	L	-6.24	26.59	-8.44	Frontal	medialorbitofrontal	Frontoparietal_1	7Networks_7	17Networks_10	russome-left	204
205	L	-26.85	-0.6	-20.5	Temporal	entorhinal	Zero	7Networks_5	17Networks_9	russome-left	205
206	L	-32.79	28.9	-11.1	Frontal	lateralorbitofrontal	DMN	7Networks_7	17Networks_17	russome-left	206
207	L	-29.75	2.5	-14.57	Temporal	insula	Zero	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	russome-left	207
208	L	-27.22	52.38	-7.41	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	208
209	L	-24.41	23.03	-14.06	Frontal	lateralorbitofrontal	Frontoparietal_1	7Networks_5	17Networks_10	russome-left	209
210	L	-25.63	38.52	-9.37	Frontal	lateralorbitofrontal	Cingulo_opercular	7Networks_6	17Networks_13	russome-left	210
211	L	-24.1	3.94	-16.59	Temporal	insula	Zero	7Networks_5	17Networks_10	russome-left	211
212	L	-20.13	11.48	-17.94	Frontal	lateralorbitofrontal	Zero	7Networks_5	17Networks_10	russome-left	212
213	L	-16.28	45.5	-14.36	Frontal	lateralorbitofrontal	Frontoparietal_1	7Networks_5	17Networks_10	russome-left	213
214	L	-22.03	30.82	-16.0	Frontal	lateralorbitofrontal	Frontoparietal_1	7Networks_5	17Networks_10	russome-left	214
215	L	-12.58	26.5	-20.49	Frontal	lateralorbitofrontal	Zero	7Networks_5	17Networks_10	russome-left	215
216	L	-13.79	12.75	-16.92	Frontal	lateralorbitofrontal	Zero	7Networks_5	17Networks_10	russome-left	216
217	L	-5.1	47.75	-14.64	Frontal	lateralorbitofrontal	Frontoparietal_1	7Networks_5	17Networks_10	russome-left	217
218	L	-9.12	30.47	-17.29	Frontal	medialorbitofrontal	Zero	7Networks_5	17Networks_10	russome-left	218
219	L	-7.23	11.12	-15.51	Frontal	medialorbitofrontal	Zero	7Networks_5	17Networks_10	russome-left	219
220	L	-6.02	21.62	-15.16	Frontal	medialorbitofrontal	DMN	7Networks_5	17Networks_10	russome-left	220
221	L	-56.62	-29.1	-12.83	Temporal	inferiortemporal	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	221
222	L	-55.98	-11.91	-12.44	Temporal	middletemporal	DMN	7Networks_7	17Networks_17	russome-left	222
223	L	-51.4	-9.65	-24.1	Temporal	middletemporal	DMN	7Networks_7	17Networks_17	russome-left	223
224	L	-41.28	5.13	-29.76	Temporal	middletemporal	DMN	7Networks_5	17Networks_9	russome-left	224
225	L	-27.66	-43.11	-8.96	Temporal	fusiform	Parieto_occipital	7Networks_1	17Networks_15	russome-left	225
226	L	-27.32	-33.84	-18.1	Temporal	parahippocampal	Zero	7Networks_5	17Networks_15	russome-left	226
227	L	-22.96	-25.37	-24.89	Temporal	parahippocampal	Zero	7Networks_5	17Networks_9	russome-left	227
228	L	-20.27	-60.88	-7.32	Occipital	fusiform	Visual_2	7Networks_1	17Networks_1	russome-left	228
229	L	-18.57	-73.33	-11.55	Occipital	fusiform	Visual_2	7Networks_1	17Networks_1	russome-left	229
230	L	-25.76	-57.5	-15.27	Occipital	fusiform	Visual_2	7Networks_1	17Networks_5	russome-left	230
231	L	-38.08	-47.38	-17.19	Temporal	inferiortemporal	Visual_2	7Networks_3	17Networks_5	russome-left	231
232	L	-41.46	-60.19	-12.88	Temporal	inferiortemporal	Frontoparietal_1	7Networks_3	17Networks_12	russome-left	232
233	L	-26.87	7.57	-31.87	Temporal	temporalpole	DMN	7Networks_5	17Networks_9	russome-left	233
234	L	-33.34	-6.63	-38.26	Temporal	inferiortemporal	Zero	7Networks_5	17Networks_9	russome-left	234
235	L	-61.39	-42.58	-12.12	Temporal	inferiortemporal	Frontoparietal_1	7Networks_6	17Networks_13	russome-left	235
236	L	-38.68	-15.01	-35.78	Temporal	inferiortemporal	Zero	7Networks_5	17Networks_9	russome-left	236
237	L	-51.09	-31.13	-22.86	Temporal	inferiortemporal	Zero	7Networks_5	17Networks_9	russome-left	237
238	L	-48.93	-19.17	-32.31	Temporal	inferiortemporal	Zero	7Networks_5	17Networks_9	russome-left	238
239	L	-50.92	-47.42	-18.95	Temporal	inferiortemporal	Dorsal_Attention	7Networks_3	17Networks_12	russome-left	239
240	L	-40.3	-21.2	-23.34	Temporal	fusiform	Zero	7Networks_5	17Networks_9	russome-left	240
241	L	-32.49	-22.28	-27.95	Temporal	fusiform	Zero	7Networks_5	17Networks_9	russome-left	241
242	L	-31.89	-37.57	-18.06	Temporal	fusiform	Zero	7Networks_5	17Networks_9	russome-left	242
243	L	-5.94	-102.89	5.77	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-left	243
244	L	-8.62	-103.41	-11.08	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	244
245	L	-6.93	-99.63	-11.63	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	245
246	L	-3.31	-91.33	2.93	Occipital	lingual	Visual_1	7Networks_1	17Networks_1	russome-left	246
247	L	-6.1	-94.46	-16.44	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	247
248	L	-14.49	-102.8	0.15	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	248
249	L	-32.37	-93.62	3.43	Occipital	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-left	249
250	L	-34.16	-70.21	-6.71	Occipital	inferiortemporal	Visual_2	7Networks_3	17Networks_5	russome-left	250
251	L	-25.75	-91.76	-3.38	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	251
252	L	-24.49	-99.47	-7.5	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	252
253	L	-14.84	-91.76	-9.95	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	253
254	L	-33.16	-83.02	-14.23	Occipital	fusiform	Visual_2	7Networks_1	17Networks_1	russome-left	254
255	L	-22.33	-79.12	-8.85	Occipital	fusiform	Visual_2	7Networks_1	17Networks_1	russome-left	255
256	L	-12.65	-79.12	-11.14	Occipital	lingual	Visual_2	7Networks_1	17Networks_1	russome-left	256
257	L	-1.52	-95.9	6.8	Occipital	lateraloccipital	Visual_1	7Networks_1	17Networks_1	russome-left	257
258	L	-8.6	-73.79	10.65	Occipital	pericalcarine	Visual_1	7Networks_1	17Networks_2	russome-left	258
259	L	-5.65	-91.8	25.84	Occipital	superiorparietal	Visual_2	7Networks_1	17Networks_2	russome-left	259
260	L	-3.19	-61.87	9.22	Parietal	lingual	Visual_2	7Networks_1	17Networks_2	russome-left	260
261	L	-5.68	-79.93	17.7	Occipital	pericalcarine	Visual_1	7Networks_1	17Networks_2	russome-left	261
262	L	-2.51	-79.55	29.09	Occipital	cuneus	Visual_2	7Networks_1	17Networks_2	russome-left	262
263	L	-2.55	-67.13	20.21	Parietal	cuneus	Parieto_occipital	7Networks_1	17Networks_2	russome-left	263
264	L	-13.08	-64.35	12.51	Occipital	cuneus	Visual_2	7Networks_1	17Networks_2	russome-left	264
265	L	-14.91	-67.46	18.57	Occipital	cuneus	Visual_2	7Networks_1	17Networks_2	russome-left	265
266	L	-9.51	-58.54	19.56	Parietal	precuneus	Parieto_occipital	7Networks_1	17Networks_15	russome-left	266
267	L	-19.34	-7.92	-22.94	Temporal	???	Zero	7Networks_5	17Networks_9	russome-left	267
268	L	-20.54	-21.63	-17.8	Temporal	parahippocampal	Zero	7Networks_5	17Networks_15	russome-left	268
269	L	-16.66	-29.68	-16.41	Parietal	parahippocampal	Zero	7Networks_7	17Networks_15	russome-left	269
270	L	-26.62	-15.59	-20.44	Temporal	???	Zero	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	russome-left	270
271	L	-7.81	40.43	46.75	Frontal	superiorfrontal	DMN	7Networks_7	17Networks_17	russome-left	271
272	L	-16.25	32.7	43.37	Frontal	superiorfrontal	DMN	7Networks_7	17Networks_17	russome-left	272
273	L	-13.36	44.22	40.86	Frontal	superiorfrontal	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	273
274	L	-22.02	39.19	37.25	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	274
275	L	-22.92	43.27	29.33	Frontal	rostralmiddlefrontal	DMN	7Networks_6	17Networks_8	russome-left	275
276	L	-36.41	48.02	19.33	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_8	russome-left	276
277	L	-10.16	35.21	-2.28	Frontal	medialorbitofrontal	Cingulo_opercular	7Networks_7	17Networks_16	russome-left	277
278	L	-4.12	34.06	-0.39	Frontal	rostralanteriorcingulate	Salience	7Networks_7	17Networks_16	russome-left	278
279	L	-27.49	41.75	17.17	Frontal	rostralmiddlefrontal	Ventral_Attention	7Networks_6	17Networks_13	russome-left	279
280	L	-14.84	58.9	8.39	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	280
281	L	-11.77	42.85	7.17	Frontal	superiorfrontal	Salience	7Networks_7	17Networks_16	russome-left	281
282	L	-6.74	53.16	12.72	Frontal	superiorfrontal	DMN	7Networks_7	17Networks_16	russome-left	282
283	L	-24.85	53.96	19.7	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	283
284	L	-5.66	41.83	9.02	Frontal	rostralanteriorcingulate	DMN	7Networks_7	17Networks_16	russome-left	284
285	L	-13.13	58.37	18.58	Frontal	superiorfrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	285
286	L	-6.79	47.32	25.4	Frontal	superiorfrontal	DMN	7Networks_7	17Networks_16	russome-left	286
287	L	-16.95	52.52	30.04	Frontal	rostralmiddlefrontal	DMN	7Networks_7	17Networks_17	russome-left	287
288	L	-13.06	48.32	37.68	Frontal	superiorfrontal	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	288
289	L	-8.96	36.03	27.77	Frontal	superiorfrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	289
290	L	-34.28	36.37	28.81	Frontal	rostralmiddlefrontal	Cingulo_opercular	7Networks_6	17Networks_8	russome-left	290
291	L	-14.65	24.03	54.91	Frontal	superiorfrontal	Frontoparietal_1	7Networks_7	17Networks_17	russome-left	291
292	L	-21.3	17.28	45.22	Frontal	superiorfrontal	DMN	7Networks_7	17Networks_16	russome-left	292
293	L	-33.37	31.08	38.01	Frontal	rostralmiddlefrontal	Cingulo_opercular	7Networks_4	17Networks_8	russome-left	293
294	L	-35.07	29.77	27.59	Frontal	rostralmiddlefrontal	Cingulo_opercular	7Networks_6	17Networks_8	russome-left	294
295	L	-26.98	30.98	47.26	Frontal	rostralmiddlefrontal	Frontoparietal 2	7Networks_6	17Networks_8	russome-left	295
296	L	-32.4	12.25	52.14	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_16	russome-left	296
297	L	-42.31	19.11	38.98	Frontal	caudalmiddlefrontal	DMN	7Networks_6	17Networks_13	russome-left	297
298	L	-43.06	12.97	46.29	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	298
299	L	-37.93	5.73	46.5	Frontal	caudalmiddlefrontal	Frontoparietal_1	7Networks_7	17Networks_13	russome-left	299
300	L	-42.5	2.28	-15.75	Temporal	superiortemporal	Zero	7Networks_5	17Networks_9	russome-left	300
301	L	-37.69	-23.89	6.03	Temporal	transversetemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	301
302	L	-45.16	-5.72	-7.27	Temporal	superiortemporal	Zero	7Networks_2	17Networks_4	russome-left	302
303	L	-40.92	10.63	-16.27	Insula	superiortemporal	Zero	7Networks_5	17Networks_9	russome-left	303
304	L	-54.1	0.92	-2.01	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	304
305	L	-56.0	-12.85	3.9	Temporal	superiortemporal	Cingulo_opercular	7Networks_2	17Networks_4	russome-left	305
306	L	-50.08	5.04	-14.55	Temporal	superiortemporal	Ventral_Attention	7Networks_7	17Networks_17	russome-left	306
307	L	-56.05	-11.33	-4.32	Temporal	superiortemporal	Ventral_Attention	7Networks_7	17Networks_14	russome-left	307
308	L	-52.48	-21.47	-3.47	Temporal	superiortemporal	Ventral_Attention	7Networks_2	17Networks_14	russome-left	308
309	L	-48.26	-23.08	-7.14	Temporal	middletemporal	Ventral_Attention	7Networks_7	17Networks_17	russome-left	309
310	R	6.28	-49.27	29.46	Parietal	precuneus	DMN	7Networks_7	17Networks_16	russome-right	310
311	R	13.02	-29.29	71.15	Frontal	superiorparietal	Somatomotor	7Networks_2	17Networks_3	russome-right	311
312	R	49.7	-3.8	46.65	Frontal	precentral	Cingulo_opercular	7Networks_2	17Networks_4	russome-right	312
313	R	3.26	14.27	55.0	Frontal	superiorfrontal	Ventral_Attention	7Networks_7	17Networks_17	russome-right	313
314	R	28.35	-76.74	30.75	Parietal	lateraloccipital	Visual_2	7Networks_1	17Networks_1	russome-right	314
315	R	40.09	43.39	16.73	Frontal	rostralmiddlefrontal	Frontoparietal_1	7Networks_6	17Networks_8	russome-right	315
316	R	18.26	-50.35	-7.04	Occipital	lingual	Zero	7Networks_1	17Networks_2	russome-right	316
317	R	58.08	-44.5	-12.25	Temporal	middletemporal	Frontoparietal_1	7Networks_6	17Networks_12	russome-right	317
318	R	35.85	-23.72	17.43	Parietal	insula	Somatomotor	7Networks_2	17Networks_4	russome-right	318
319	R	25.33	3.66	-22.23	Temporal	insula	Zero	7Networks_5	17Networks_9	russome-right	319
320	R	5.75	-34.95	27.28	Parietal	isthmuscingulate	Medial_Parietal	7Networks_6	17Networks_11	russome-right	320
321	R	3.34	-51.8	15.51	Parietal	isthmuscingulate	Parieto_occipital	7Networks_7	17Networks_16	russome-right	321
322	R	5.53	-52.87	7.05	Parietal	isthmuscingulate	Parieto_occipital	7Networks_7	17Networks_16	russome-right	322
323	R	16.12	-52.7	2.55	Occipital	lingual	Visual_2	7Networks_1	17Networks_2	russome-right	323
324	R	9.47	-57.21	-2.95	Occipital	lingual	Visual_2	7Networks_1	17Networks_2	russome-right	324
325	R	19.08	-36.49	-4.33	Parietal	???	Zero	FreeSurfer_Defined_Medial_Wall	FreeSurfer_Defined_Medial_Wall	russome-right	325
326	R	12.15	-36.2	-6.29	Parietal	parahippocampal	Zero	7Networks_1	17Networks_2	russome-right	326
327	R	5.33	-45.0	18.02	Parietal	isthmuscingulate	Medial_Parietal	7Networks_7	17Networks_11	russome-right	327
328	R	11.08	-51.33	3.72	Parietal	isthmuscingulate	Parieto_occipital	7Networks_7	17Networks_15	russome-right	328
329	R	3.16	-35.2	33.62	Parietal	posteriorcingulate	Frontoparietal_1	7Networks_7	17Networks_16	russome-right	329
330	R	9.31	-25.2	42.64	Parietal	posteriorcingulate	Cingulo_opercular	7Networks_6	17Networks_11	russome-right	330
331	R	6.13	-9.18	40.05	Frontal	posteriorcingulate	Somatomotor	7Networks_4	17Networks_7	russome-right	331
332	R	5.94	-16.2	49.49	Frontal	paracentral	Somatomotor	7Networks_2	17Networks_3	russome-right	332
333	R	6.25	-0.22	52.23	Frontal	superiorfrontal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	333
334	R	5.15	22.14	42.84	Frontal	superiorfrontal	Frontoparietal_1	7Networks_6	17Networks_13	russome-right	334
335	R	10.84	29.18	26.34	Frontal	superiorfrontal	Salience	7Networks_6	17Networks_8	russome-right	335
336	R	11.3	32.04	19.18	Frontal	rostralanteriorcingulate	DMN	7Networks_7	17Networks_16	russome-right	336
337	R	5.09	34.07	3.74	Frontal	medialorbitofrontal	Salience	7Networks_7	17Networks_16	russome-right	337
338	R	7.85	4.36	42.38	Frontal	superiorfrontal	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	338
339	R	3.23	-20.63	33.53	Parietal	posteriorcingulate	Medial_Parietal	7Networks_6	17Networks_11	russome-right	339
340	R	2.05	-4.81	32.29	Frontal	caudalanteriorcingulate	Zero	7Networks_6	17Networks_12	russome-right	340
341	R	7.64	20.87	29.13	Frontal	caudalanteriorcingulate	Cingulo_opercular	7Networks_6	17Networks_8	russome-right	341
342	R	2.76	11.64	33.72	Frontal	caudalanteriorcingulate	Cingulo_opercular	7Networks_4	17Networks_7	russome-right	342
343	R	1.85	20.25	24.47	Frontal	caudalanteriorcingulate	Cingulo_opercular	7Networks_4	17Networks_8	russome-right	343
344	R	8.28	-44.17	39.59	Parietal	precuneus	DMN	7Networks_7	17Networks_16	russome-right	344
